"x" "y" "z"
" 0.875602364110933840" "5.4267953258658101" "2.012376442032463686"
" 0.769210072435594583" "4.5113582724639123" "0.907592147217186396"
" 0.293724479935690841" "4.9460706419034794" "4.083779883890383822"
"-0.519970466318181335" "6.4975413663489432" "0.051761052464468028"
"-0.042667729359172159" "4.8142147115203384" "0.169463042223167853"
" 1.685096455860967790" "5.0027575644927822" "0.730351298944690974"
"-0.135659398799909431" "5.6867357963605887" "0.315524824620778965"
"-1.017945646740489263" "3.7020430768847312" "0.075620426937877849"
" 0.066448939652480360" "6.5383359900679876" "1.649895512217712801"
"-0.076881366728582937" "3.8049522794673587" "0.517121893205545247"
